episode,time,total_flows,successful_flows,in_network_flows,dropped_flows,dropped_flows_sfc_1,dropped_flows_sfc_2,dropped_flows_sfc_3,dropped_flows_sfc_4,avg_end2end_delay,avg_end2end_delay_sfc_1,avg_end2end_delay_sfc_2,avg_end2end_delay_sfc_3,avg_end2end_delay_sfc_4
1,16000,9998,9490,22,486,264,63,5,154,41.99020021074816,41.99143229651704,41.99060542797495,41.92307692307692,41.98907103825137
1,17000,10516,10007,22,487,265,63,5,154,41.9898071350055,41.99116139296447,41.99114173228347,41.92727272727273,41.98810612991766
1,18000,11052,10541,23,488,266,63,5,154,41.989754292761596,41.99127516778523,41.989889705882355,41.88135593220339,41.9889341875364
1,19000,11620,11102,24,494,267,63,5,159,41.98973157989551,41.99139030612245,41.98709122203098,41.88709677419355,41.989462007764836
1,20000,12230,11692,24,514,275,69,5,165,41.98965104344851,41.99138061394223,41.9864,41.88709677419355,41.98938147066631
1,21000,12896,12324,28,544,285,79,6,174,41.98969490425186,41.99124192390524,41.98813056379822,41.90625,41.98885229288067
1,22000,13624,12995,28,601,314,90,6,191,41.99045786841093,41.991679170645206,41.98851351351351,41.89705882352941,41.99052478134111
1,23000,14432,13676,31,725,371,127,7,220,41.99107926294238,41.9931052426174,41.983384615384615,41.87012987012987,41.99253557266154
1,24000,15292,14371,31,890,463,161,10,256,41.9915802658131,41.99316005471956,41.987521270561544,41.89473684210526,41.992397137745975
1,25000,16198,15061,32,1105,572,204,17,312,41.99189960825974,41.99191727089029,41.99357945425361,41.896,41.99376880103137
1,26000,17138,15771,35,1332,690,233,26,383,41.992327690064045,41.99252717391305,41.99388690779419,41.91034482758621,41.9937901055682
1,27000,18106,16490,32,1584,807,270,39,468,41.99302607640995,41.99329947044202,41.991600790513836,41.95428571428572,41.99444223898372
1,28000,19110,17181,35,1894,962,321,49,562,41.993830394039925,41.99410730900445,41.98903195040534,41.94387755102041,41.99712368168744
1,29000,20152,17910,30,2212,1138,356,67,651,41.995477386934674,41.99604664953548,41.991685912240186,41.96995708154506,41.99703374119392
1,30000,21238,18623,33,2582,1343,395,87,757,41.994576598829404,41.99544635233849,41.99109924343569,41.969811320754715,41.99551166965889
1,31000,22360,19329,32,2999,1581,434,118,866,41.99451601220963,41.99607950401167,41.98963730569948,41.98402555910543,41.99406838799721
1,32000,23496,20043,32,3421,1825,485,154,957,41.99406276505513,41.99657834707843,41.98530646515533,41.98885793871866,41.99305555555556
1,33000,24646,20754,34,3858,2092,539,188,1039,41.99426616555844,41.99662845583277,41.98982084690554,41.98280098280098,41.99220175875228
1,34000,25802,21471,33,4298,2383,586,220,1109,41.99529598062503,41.99789200583752,41.99048751486326,41.9937106918239,41.99217858888708
1,35000,26970,22181,35,4754,2670,639,258,1187,41.99743023308237,41.99968815779216,41.99457364341085,41.98882681564246,41.99470899470899
1,36000,28150,22889,38,5223,2962,691,311,1259,41.997072829743544,41.99917299451169,41.99399849962491,41.99152542372882,41.994472520530636
1,37000,29346,23607,36,5703,3258,752,363,1330,41.99855974922692,42.00173548340444,41.99340659340659,41.99691358024691,41.9940625
1,38000,30556,24309,37,6210,3584,804,426,1396,42.000246822164634,42.002864328629315,41.997864008543964,42.012729844413016,41.9941348973607
1,39000,31778,25007,36,6735,3950,863,476,1446,42.00007997760627,42.00303828235771,41.99548611111111,42.015584415584414,41.993583868011
1,40000,33016,25719,35,7262,4305,928,532,1497,42.00050546288736,42.00378096479791,41.994923857868024,42.00361010830325,41.9949946913393
1,41000,34262,26429,35,7798,4668,999,586,1545,42.00060539558818,42.0044744139148,41.99404761904762,41.99553072625698,41.995031616982835
1,42000,35514,27141,35,8338,5045,1069,645,1579,42.000073689252424,42.00396438155648,41.99322580645161,41.99371727748691,41.99461883408072
1,43000,36768,27855,37,8876,5424,1138,701,1613,41.99989229940765,42.00378474275577,41.99309478970496,41.98720472440945,41.995254337831824
1,44000,38024,28562,32,9430,5812,1215,761,1642,42.00024508087669,42.00424482303677,41.99234068627451,41.98160073597056,41.996754204780174
1,45000,39284,29284,35,9965,6194,1275,827,1669,42.00051222510586,42.00489514379485,41.99343871160155,41.97918473547268,41.996029995588884
1,46000,40548,29979,34,10535,6597,1348,896,1694,41.99996664331699,42.005198180636775,41.99303540336622,41.968599033816425,41.995016854755974
1,47000,41822,30681,36,11105,6991,1429,964,1721,42.000717056158535,42.00616146189899,41.99232518476407,41.97305389221557,41.99532026908453
1,48000,43118,31386,38,11694,7403,1509,1027,1755,42.00089211750462,42.006154793045084,41.99194220616838,41.973665480427044,41.99622367465505
1,49000,44448,32091,39,12318,7842,1579,1099,1798,42.00202549001278,42.00810689085723,41.98969910544863,41.97911051212938,41.99596250901226
1,50000,45806,32807,37,12962,8277,1656,1179,1850,42.00252994787698,42.00858201677394,41.99044585987261,41.98258064516129,41.995702621400945
1,51000,47188,33503,37,13648,8760,1720,1248,1920,42.00325343999045,42.00914459897123,41.99164272656046,41.98836497244336,41.99545777146913
1,52000,48584,34207,37,14340,9242,1779,1321,1998,42.00388809308036,42.010184151785715,41.9899588053553,41.98765432098765,41.9963472885642
1,53000,49972,34906,35,15031,9708,1842,1408,2073,42.00389617830746,42.01017441860465,41.98907242693774,41.98812888637649,41.99666017255775
1,54000,51350,35620,39,15691,10138,1900,1495,2158,42.005165637282424,42.01168162032513,41.98919054801408,41.9919311457773,41.997111019397444
1,55000,52720,36305,37,16378,10607,1941,1574,2256,42.0055639719047,42.01240046991254,41.98807453416149,41.99124613800206,41.99755268524813
1,56000,54084,37030,41,17013,11038,1995,1648,2332,42.00488792870645,42.01145363195095,41.987490802060336,41.99357390014829,41.99677592692101
1,57000,55428,37730,37,17661,11471,2044,1731,2415,42.00598992843891,42.01296373488954,41.98521212121212,41.994739359158295,41.99827219564062
1,58000,56742,38411,35,18296,11912,2093,1806,2485,42.00627424435709,42.01352234659694,41.98589866156788,41.99076212471132,41.99854957805907
1,59000,58024,39114,35,18875,12309,2139,1874,2553,42.00672393516388,42.01408281656331,41.98629165681872,41.9924578527063,41.998166099030655
1,60000,59280,39835,37,19408,12678,2183,1948,2599,42.00662733776829,42.013293712855805,41.98668535388928,41.997395833333336,41.99830596820433
1,61000,60504,40552,35,19917,13038,2233,2017,2629,42.00697869402249,42.01365879787275,41.98775698775699,41.99746942218473,41.99805573558004
1,62000,61700,41270,34,20396,13396,2273,2074,2653,42.007632662951295,42.01438633298366,41.98791885115113,41.99836333878887,41.99845101329547
1,63000,62874,41997,33,20844,13733,2311,2121,2679,42.00790532657095,42.014520919658246,41.98941441441441,41.997606701236535,41.998585936495694
1,64000,64048,42709,35,21304,14074,2348,2173,2709,42.008007679880116,42.01490821568416,41.98890860692103,41.992966002344666,41.99935938500961
1,65000,65262,43431,38,21793,14452,2390,2219,2732,42.008749510718154,42.015547504308984,41.99034664326459,41.99425287356322,41.99961705386776
1,66000,66516,44149,34,22333,14892,2420,2265,2756,42.008448662483865,42.01550601288722,41.988048674489356,41.99360180654874,41.99936459524717
1,67000,67804,44863,38,22903,15350,2456,2305,2792,42.0083810712614,42.01540072275322,41.988587424633934,41.991150442477874,41.99962015700177
1,68000,69132,45569,38,23525,15864,2488,2354,2819,42.00853650508021,42.01512593916526,41.989088575096275,41.994192377495466,41.99987384887095
1,69000,70508,46283,36,24189,16430,2515,2395,2849,42.00970118618067,42.01628389775529,41.99044585987261,41.9956942949408,42.00050263885398
1,70000,71938,46969,34,24935,17051,2547,2437,2900,42.00962336860483,42.01655154852468,41.98987128086094,41.99290528556226,42.0
1,71000,73424,47655,40,25729,17720,2576,2476,2957,42.010030427027594,42.017365774432335,41.98906184265881,41.99160545645331,41.9997507788162
1,72000,74940,48348,36,26556,18448,2603,2499,3006,42.01021758914536,42.017313762142614,41.98974251622357,41.99096908648836,42.000496339496216
1,73000,76474,49015,38,27421,19189,2629,2537,3066,42.01085382025911,42.018032392076584,41.98978315262719,41.98965517241379,42.00148129860511
1,74000,78040,49687,38,28315,19940,2663,2569,3143,42.01072715197134,42.01784076451966,41.9889950166113,41.9910897875257,42.001103752759384
1,75000,79620,50370,40,29210,20689,2688,2593,3240,42.011177288068296,42.01838331539603,41.98944973107157,41.99147630412547,42.000851167315176
1,76000,81232,51019,38,30175,21493,2719,2622,3341,42.01095670240499,42.01815214590432,41.98825952626159,41.991508152173914,42.00084408537321
1,77000,82856,51690,33,31133,22257,2743,2647,3486,42.01125943122461,42.018650514156924,41.98726376335251,41.99188640973631,42.00071693153304
1,78000,84440,52374,36,32030,22995,2759,2665,3611,42.01183793485317,42.019102276192854,41.98791478902089,41.99327052489906,42.00118329191812
1,79000,86006,53049,39,32918,23685,2783,2678,3772,42.01181926143754,42.01886740934906,41.98856209150327,41.994308670907266,42.00105361741981
1,80000,87548,53754,38,33756,24351,2805,2690,3910,42.01265022137888,42.019894077479364,41.988383941308335,41.99466666666667,42.00150289017341
1,81000,89066,54425,36,34605,25017,2828,2700,4060,42.013008727606795,42.02011288655696,41.98922106975798,41.99468791500664,42.00205502911291
1,82000,90570,55092,38,35440,25650,2864,2719,4207,42.01350468307558,42.020814834160355,41.99005278116118,41.994374586366646,42.00146826293201
1,83000,92038,55779,37,36222,26281,2890,2729,4322,42.013177002097564,42.020416044487924,41.98950554994955,41.9943783068783,42.001227952668
1,84000,93392,56496,37,36859,26765,2927,2741,4426,42.013275276125746,42.020473399802114,41.98997795149329,41.99504623513871,42.0008828073273
1,85000,94624,57216,31,37377,27172,2956,2749,4500,42.013457774049215,42.02022398880056,41.99064676616916,41.996043521266074,42.00218435998252
1,86000,95730,57923,35,37772,27489,2984,2754,4545,42.013880496521246,42.020655656889325,41.99151371620288,41.99539322145443,42.002487293176166
1,87000,96726,58669,33,38024,27667,3008,2755,4594,42.013772179515584,42.020463217245485,41.99258391881343,41.995080354214494,42.0020323029201
1,88000,97678,59414,31,38233,27826,3024,2759,4624,42.013599488336084,42.02016621560127,41.99245793850319,41.994442628309905,42.002332732477996
1,89000,98578,60158,35,38385,27938,3038,2762,4647,42.01334818311779,42.01960274910843,41.99273283610633,41.994451697127936,42.00293994120118
1,90000,99432,60895,33,38504,28023,3053,2764,4664,42.01307168076197,42.019354387926214,41.991865304578134,41.99413871703028,42.002707769214744
1,91000,100248,61623,31,38594,28087,3070,2766,4671,42.012787433263554,42.01879941165655,41.99269252388983,41.99446974625894,42.002680412371134
1,92000,101026,62330,31,38665,28136,3080,2768,4681,42.01269051820953,42.018718094157684,41.992022263450835,41.99512670565302,42.00245223255339
1,93000,101768,63025,29,38714,28165,3089,2769,4691,42.01269337564459,42.01855878067914,41.992112986060164,41.99513145082766,42.003037359522125
1,94000,102480,63698,27,38755,28193,3094,2769,4699,42.01238657414675,42.01821808510638,41.99151318165403,41.995458968537136,42.00281209199558
1,95000,103160,64350,27,38783,28205,3100,2770,4708,42.01216783216783,42.01807731121934,41.99110478562533,41.99546485260771,42.002286282306166
