episode,time,total_flows,successful_flows,in_network_flows,dropped_flows,dropped_flows_sfc_1,dropped_flows_sfc_2,dropped_flows_sfc_3,dropped_flows_sfc_4,avg_end2end_delay,avg_end2end_delay_sfc_1,avg_end2end_delay_sfc_2,avg_end2end_delay_sfc_3,avg_end2end_delay_sfc_4
1,75000,79620,61990,40,17590,13085,1468,1467,1570,41.5,41.49998816315902,41.49450016175995,41.50676883780332,41.50082884376295
1,76000,81232,62937,39,18256,13633,1489,1490,1644,41.49999205554761,41.49988382899628,41.49419542083199,41.50711382113821,41.50128086894149
1,77000,82856,63845,35,18976,14217,1509,1505,1745,41.49999216853317,41.49981728485292,41.49470134874759,41.50745514278494,41.50111381125962
1,78000,84440,64772,39,19629,14744,1521,1519,1845,41.5,41.49962958805702,41.4951239008793,41.50654911838791,41.502099580083986
1,79000,86006,65694,38,20274,15260,1537,1528,1949,41.5,41.49973502914679,41.49474019764106,41.505384422739795,41.50231778281882
1,80000,87548,66605,35,20908,15780,1549,1542,2037,41.49999249305608,41.49979354558296,41.494594594594595,41.505236907730676,41.50213799805636
1,81000,89066,67549,39,21478,16244,1559,1550,2125,41.49999259796592,41.49972207969899,41.49485678113626,41.50546719681908,41.502205177372964
1,82000,90570,68489,40,22041,16692,1574,1558,2217,41.499992699557595,41.49967389703562,41.49487947061604,41.50581539222964,41.502270577105016
1,83000,92038,69408,40,22590,17119,1601,1561,2309,41.5,41.49968920934858,41.49474509803922,41.50592300098717,41.502286087524496
1,84000,93392,70310,39,23043,17486,1628,1562,2367,41.5,41.49957123606517,41.49455337690632,41.50577821490042,41.50299843158963
1,85000,94624,71258,38,23328,17715,1647,1568,2398,41.5,41.49976872800402,41.4943681530628,41.50564555719195,41.5022772818364
1,86000,95730,72180,38,23512,17852,1663,1572,2425,41.5,41.499811691014685,41.49465158924205,41.50526573597845,41.502071325648416
1,87000,96726,73086,38,23602,17921,1669,1573,2439,41.5,41.499804519508956,41.49364406779661,41.505373717635564,41.50267189169932
1,88000,97678,74034,40,23604,17922,1670,1573,2439,41.5,41.49971101606751,41.49461883408072,41.50499878078517,41.50269030607745
1,89000,98578,74936,38,23604,17922,1670,1573,2439,41.5,41.4995628706097,41.495717660956885,41.50462062256809,41.502885624344174
1,90000,99432,75793,35,23604,17922,1670,1573,2439,41.499993403084716,41.499634194383475,41.49533119346367,41.50449356327423,41.50282240555797
1,91000,100248,76610,34,23604,17922,1670,1573,2439,41.5,41.49973121767661,41.494873646209385,41.504607177497576,41.502669192354055
1,92000,101026,77389,33,23604,17922,1670,1573,2439,41.49999353913347,41.49969749747915,41.49506931542089,41.50472269314604,41.5026455026455
1,93000,101768,78134,30,23604,17922,1670,1573,2439,41.5,41.49990922294844,41.49442641456187,41.50495528160503,41.50202874049028
1,94000,102480,78846,30,23604,17922,1670,1573,2439,41.5,41.499910059001294,41.49450702266722,41.50507001448575,41.50197131113162
1,95000,103160,79528,28,23604,17922,1670,1573,2439,41.5,41.499875156054934,41.49333150006875,41.50542822677925,41.50274086378737
